A,B,C,D,E
-0.21653319392629533,3.3134027897391363,3.6647428088134344,-0.047254693720346415,0.3866161884829555
-0.0034540327613745703,3.8547570705824237,-5.08887267000433,-0.7255613768533844,3.266351699784554e-05
-0.5856028438296808,7.018951486666065,-1.3807235490397556,0.6911106200706411,0.35510762249825656
0.17586061081127413,1.4931495832266337,6.1554297887179,-0.3795478403164226,0.6501869499949277
0.8166057554667507,6.29388827825958,0.9573812378011866,-0.8165956278913626,0.06694504423627705
-0.8456094180876663,6.463918537985048,-4.698848574883137,-0.9868437312750267,0.39056647790759713
0.7662518048976414,1.761677343540723,-7.896996485847381,1.1294966128919273,0.2771918071810201
0.4585088918499436,0.9455447553655502,-1.1476128171425621,0.1637195615916117,0.6610722723485206
-0.8281429823804705,2.5376727684804385,5.27423079749968,1.1643589758858413,0.809579544006548
-0.7421933192470704,4.941934729162175,-4.509301101483699,-0.8571582394078762,0.5566626855888827
-0.4867441704739546,5.0086146370700675,2.4787427262390267,0.05498651637883529,0.8407537140468838
0.18215026266213474,3.1918875228820585,7.590698893623667,1.351860493936682,0.0006201325375713708
-0.5482815181162719,4.798876294545145,2.81826932144714,-0.09793330132678035,0.6919649708018017
-0.7477944402180823,2.577056973571947,9.87414229274237,-1.0017030773503295,0.14482102339465974
-0.9188714334008101,2.377377946461614,1.9297314997025126,-0.04538869211333335,0.6716445129800114
0.04792508326935696,1.3126402675424145,4.234554615965116,-2.122615018403145,0.06812410347623718
0.9135301081939893,0.928039572380641,-0.360447522102028,0.2642024526243025,0.272539691607843
0.2179496892405548,7.846471122213434,8.568544611144752,-0.13320561445233295,0.23050047709986143
0.260332635218647,3.433184256771312,7.465235784847213,-0.20577818131065417,0.18801412445737548
0.8456270945818345,2.47362881501883,-1.8189772179537016,0.7900445378049138,0.8133164064615929
-0.598697459838897,10.806068145149244,-9.335653526928041,-0.016557179181186047,0.24158897475646782
-0.9660695417233689,7.497471433516995,3.035306527542973,-0.587018693908309,0.04781287596612097
-0.9781389093186106,1.2026891161748816,2.138316309534332,0.24593287976989656,0.9264481850167599
0.9705642066664053,6.95821296507352,-1.1384346804218541,-0.638414769315885,0.8950860719778727
0.3019925483597121,0.6180784553608916,-6.142720076906669,0.6903130472767852,0.8341799188121467
-0.18606140599218524,0.14694788428257752,-4.146572717785297,1.2380247805016407,1.509291847316351e-05
-0.08161246580044712,3.8218788430899995,-7.121805944957977,0.475834750711361,0.062171264244225935
0.9272697780663426,4.23567701461728,2.9281095767795584,1.1365746442328988,0.4944708552809247
-0.004140532610194647,1.2021189650594946,-9.409847095683677,0.8506946270928529,0.05367450083408001
0.006024382888283997,3.2762208432717532,-8.554455695191312,-1.6315186387826026,0.9988514017819045
0.8832997234942699,1.4312288257955927,-3.1296422489017655,0.07561025844610689,0.8864286511239591
0.7350430444115443,7.143285676807243,3.3895642373536443,0.9460030093853348,0.2005970992561951
0.2163953049991436,0.8737442684145837,-1.878880404656062,-1.491015546730264,0.986728170877229
-0.8404943840627346,3.6476807956345354,0.8896597740141523,-0.41513767537784074,0.42058508333629946
-0.551495895588,6.182604884676425,5.400507980148335,1.1763199202313277,0.43317085462241994
0.9561883011318828,4.150516784929156,-0.457705587192649,-0.5535311812115722,0.3200519680270147
-0.15913071339605822,1.7195189791980063,-0.31375851619528916,0.007968914324461616,0.7769280953400493
-0.8315288462057373,5.222065066389202,6.396050539453295,-0.0859900605152537,0.021937116598437955
-0.575887747177195,4.687978308043999,0.9335699365067427,1.2597490462448244,0.08843580782366303
0.9444273501875866,5.4633966852446365,-1.3997091213616368,-0.7669522356727441,0.06879088310787378
-0.05228432438072317,3.3475755619831036,-5.300197817691972,-1.349285991711775,0.05411298185855084
-0.5755813827484264,10.419938426215294,8.87314153661218,0.8463439494712075,0.006751531841587731
0.7871704567272226,1.2333115363605542,6.886500589435251,-0.026951205281698743,0.36721199487393374
0.5085128972637851,4.7693978505968655,-1.075903875956552,0.8258124738733901,0.5139011617685411
0.418329475485137,2.1423683695920666,-7.130187458024677,0.15461494954465627,0.9476095406490193
0.6187050461291488,4.60461710666614,-6.465189203226491,-1.6534272557146952,0.09761859869550407
-0.15402330375021722,14.14094855703404,5.534256577468446,0.6910289992976756,0.0017072271791907215
-0.6373099069027097,1.3232291968950658,8.789799795920317,0.8644078223053463,0.11241599220981491
